"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"corte";0;0;0;0;0
"iii";0;0;0;0,268;0
"tribunal_pleno";0;0;0;0;0,085
"jurisprudencia";0;0;0;0;0
"merito";0;0;0;0;0
"constituicao_federal";0,013;0,041;0,474;0;0
"considerar";0,562;0,038;0,606;0;0,096
"preceito_fundamental";0;0;0;0;0
"estabelecer";0;0,021;0,001;0,758;0
"dj";0;0;0;0;0,011
"analisar";0,932;0,57;0,81;0,048;0,25
"cf";0,008;0;0,001;0;0,02
"ordem";0;0,665;0;0;0,313
"eficaz";0;0;0;0;0
"lesao";0;0;0;0;0
"informacao";0,072;0;0;0,003;0,157
"adv";0,03;0,036;0,026;0,247;0
"seguinte";0;0;0;0,161;0
"novo";0;0,275;0;0;0,81
"via";0;0;0;0;0,011
"eleitoral";0;0;0;0;0
"necessario";0,638;0,033;0,014;0;0
"geral";0,267;0,8;0;0;0
"documento";0;0;0;0;0
"social";0;0;0;0;0
"preceitos_fundamentais";0,001;0,191;0;0;0,021
"dia";0;0;0;0;0,24
"questao";0;0,01;0;0;0
"concreto";0;0;0;0;0,165
"caput";0,479;0;0,001;0;0,036
"portaria";0;0,571;0;0,01;0,005
"doc";0,653;0,852;0;0;0
"unico";0;0,104;0;0;0,014
"instrumento";0;0;0;0;0
"relacao";0,034;0,852;0,002;0,044;0,733
"especial";0;0,183;0,309;0,002;0,402
"plano";0,022;0;0;0;0
"eletronico";0;0;0;0;0,132
"provimento";0;0;0;0;0
"requerente";0,465;0,028;0;0,052;0
"modo";0,002;0,276;0;0;0,367
"pessoa";0,002;0;0;0;0
"orgao";0;0,001;0,045;0,001;0,185
"ambito";0,549;0;0,613;0;0,625
"autoridade";0;0;0;0;0
"ano";0;0;0;0;0
"medida_cautelar";0,124;0,005;0;0,083;0
"inconstitucionalidade";0,503;0;0,247;0;0
"determinar";0;0,183;0;0;0,019
"cabimento";0;0;0;0;0,411
"c";0,282;0,005;0,008;0,211;0
"referido";0,01;0,009;0,512;0,611;0,858
"acao_direta_de_inconstitucionalidade";0;0;0;0;0
"protecao";0;0;0,013;0,012;0
"parecer";0,401;0,238;0,033;0,912;0
"poder_publico";0;0,009;0;0;0,003
"hipotese";0,04;0;0,017;0;0
"fundamento";0;0,002;0,001;0;0
"negar";0;0;0;0;0
"ajuizamento";0;0;0;0;0,002
"violacao";0,238;0;0,772;0;0,001
"questionar";0,001;0;0;0;0,008
"voto";0;0;0;0;0
"apresentar";0,953;0,004;0;0;0,056
"autor";0,019;0;0,009;0;0
"interpretacao";0;0,006;0,161;0;0
"possibilidade";0,017;0,062;0;0,002;0,002
"exercicio";0;0;0,091;0;0,002
"distrito_federal";0,051;0,21;0;0,003;0,009
"requerer";0,068;0,022;0;0,195;0
"existencia";0;0,037;0;0;0
"razao";0,06;0;0,005;0,84;0,122
"brasil";0,021;0,2;0;0;0
"tender";0,396;0,55;0,065;0,007;0,085
"recursal";0;0;0;0;0
"seguranca";0,474;0;0,116;0,007;0
"resolucao";0;0,003;0,002;0;0
"exame";0;0;0;0,45;0,44
"reconhecer";0;0,569;0,004;0,356;0
"possivel";0;0,616;0;0,949;0
"servico";0;0,705;0;0;0
"inicial";0,044;0,001;0,347;0,551;0
"materia";0,01;0,209;0,178;0;0
"descumprimento";0;0;0;0;0,686
"acordao";0;0;0,005;0;0
"presidente_da_republica";0,837;0;0;0,533;0,021
"pedir";0,014;0,003;0;0,966;0
"imediato";0;0;0;0,004;0
"relevante";0;0;0;0;0
"observar";0,107;0,882;0,016;0,032;0,35
"direto";0,001;0;0;0;0,002
"carater";0;0,311;0;0;0
"registro";0;0;0;0,19;0
"celso_de_mello";0;0;0;0;0
"ricardo_lewandowski";0;0;0;0,006;0
"legal";0,156;0,018;0,188;0;0,703
"dispositivo";0,379;0,879;0,749;0;0
"presidente";0,986;0,41;0;0;0
"atividade";0;0;0;0;0
"iv";0;0;0,418;0;0,003
"vista";0,726;0,335;0;0;0,589
"vacina";0;0;0;0;0
"eleicao";0;0;0;0;0
"abstrato";0;0;0;0;0,001
"vez";0,761;0,679;0,394;0,04;0,669
"partido";0,531;0;0;0;0
"agravo";0;0;0;0;0,006
"natureza";0,03;0,02;0;0;0,256
"apto";0;0;0;0;0
"pandemia";0;0,004;0;0;0
"afirmar";0,094;0,268;0,749;0,556;0,181
"expor";0;0,107;0,012;0,007;0
"ato_normativo";0,003;0;0;0;0
"ponto";0,214;0,954;0,015;0,026;0,535
"alegado";0,018;0;0;0;0,025
"alar";0,001;0,005;0;0;0
"acesso";0,037;0,164;0,283;0;0
"entendimento";0;0;0,002;0,001;0
"dispor";0;0,676;0,956;0,001;0,015
"aplicacao";0,552;0;0;0,127;0,344
"alexandre_de_moraes";0;0,001;0;0;0
"risco";0,426;0,798;0;0;0
"stf";0;0,183;0;0,079;0,62
"decorrente";0,038;0,901;0,041;0,002;0,003
"sede";0;0;0;0;0,022
"proferido";0;0;0,129;0;0
"mau";0,322;0;0,002;0,373;0,12
"eficacia";0,322;0,001;0,27;0,403;0,026
"encontrar";0,01;0,115;0,027;0,43;0,04
"exigir";0,552;0,053;0,001;0,037;0
"fato";0,609;0,001;0,234;0;0,014
"apontar";0,056;0,162;0;0,001;0,912
"admitir";0;0;0;0;0
"ofensa";0,015;0,008;0;0;0,939
"perda";0;0;0;0;0
"constitucionalidade";0;0;0;0;0,356
"ocorrer";0,473;0,107;0;0,061;0
"utilizar";0,564;0,002;0;0,109;0
"interesse";0,001;0,022;0;0;0,271
"condicao";0;0,018;0;0,876;0,981
"caber";0,193;0,14;0;0;0,002
"adequado";0,007;0,027;0;0,366;0,25
"fl";0,388;0;0;0;0
"adotar";0,602;0,001;0;0;0,53
"utilizacao";0,012;0;0;0;0
"monocratico";0;0;0,03;0;0
"apo";0;0;0;0,916;0
"face";0,003;0;0,336;0;0
"ementa";0;0;0;0;0
"principio";0,601;0;0;0;0,568
"formular";0;0;0;0,502;0
"realizar";0;0,456;0;0;0,041
"procedimento";0,382;0;0;0;0,031
"populacao";0,002;0,864;0;0;0
"paragrafar";0;0,045;0;0;0,001
"entender";0;0,403;0,002;0,01;0,005
"realizacao";0;0,406;0;0;0
"evidenciar";0;0,453;0,215;0;0
"sanitario";0;0,05;0;0;0
"local";0,17;0,936;0,351;0;0
"economico";0;0;0;0,725;0
"defesa";0;0;0,082;0,002;0
"brasilia";0;0;0;0;0
"seguimento";0;0;0,047;0;0
"individual";0,66;0,186;0;0,006;0
"liminar";0,008;0,002;0;0;0
"sustentar";0,005;0,031;0;0,079;0,005
"manifestacao";0,906;0,021;0;0,006;0
"impugnacao";0;0;0;0;0,001
"base";0,403;0,758;0;0,016;0,049
"legislativo";0,047;0;0,117;0;0,013
"arts";0;0,935;0,004;0;0,002
"relatoria";0;0,001;0;0;0,101
"atuacao";0,115;0;0;0,158;0
"conhecido";0;0;0;0;0
"conferir";0,12;0,927;0,515;0;0
"representacao";0,002;0,009;0,03;0;0
"eventual";0,006;0,129;0;0,411;0,732
"texto";0,15;0,437;0;0;0
"dias_toffoli";0;0;0,006;0;0
"regra";0,384;0,002;0;0;0,006
"ente";0,006;0;0;0;0
"cargo";0;0;0;0;0
"edoc";0,055;0,028;0;0;0
"relatorio";0,041;0,002;0;0,001;0
"necessidade";0,606;0;0,032;0,03;0,005
"mc";0,001;0,912;0,827;0;0,208
"diverso";0,182;0,081;0,078;0,006;0,314
"acordo";0;0,272;0,754;0,337;0
"preceito";0,016;0,202;0;0;0,507
"legitimidade";0;0;0,005;0;0
"contexto";0,027;0,007;0;0;0
"uso";0,579;0,68;0,292;0;0
"criterio";0;0,539;0,22;0,003;0
"tecnica";0,044;0,154;0;0;0
"politica";0,049;0;0;0,834;0
"respectivo";0,006;0,168;0;0;0,06
"pleno";0,001;0,139;0;0,001;0,051
"permitir";0,041;0,015;0,312;0,959;0,011
"edson_fachin";0;0;0;0;0
"praticar";0,009;0;0;0,053;0
"pai";0,971;0,619;0;0;0
"gilmar_mendes";0;0,002;0;0;0
"capaz";0;0;0;0;0
"veicular";0;0,679;0;0;0,423
"revelar";0;0,242;0;0,004;0,009
"observancia";0,005;0,588;0;0,009;0
"especificar";0,564;0,141;0,004;0,238;0,282
"demonstrar";0,184;0,411;0;0,047;0,077
"decidir";0;0,003;0;0;0
"respeito";0,04;0;0,775;0,445;0,006
"suprema_corte";0;0,09;0;0,167;0,565
"amplo";0;0,114;0;0,003;0
"regulamentar";0;0,025;0,774;0;0
"dezembro";0;0,001;0;0,726;0,002
"carmen_lucia";0;0;0;0;0
"advogado_geral_da_uniao";0,713;0;0;0;0
"omissao";0;0,212;0,685;0,047;0,018
"peticao_inicial";0;0,004;0;0;0
"data";0;0;0;0,062;0,014
"verificar";0,02;0,008;0;0,044;0,913
"suspensao";0,075;0;0;0,398;0
"ordinario";0;0;0;0;0
"codigo";0,07;0,182;0;0;0
"conhecer";0;0;0,021;0;0
"alegar";0;0,539;0;0,074;0,021
"maior";0,038;0,211;0;0;0
"autorizar";0;0,079;0,684;0,363;0,006
"educacao";0,128;0;0;0;0
"tese";0;0,004;0;0;0
"subjetivo";0;0;0;0;0
"pretensao";0,002;0,01;0;0;0,001
"ms";0;0;0;0;0
"mecanismo";0,002;0,017;0;0;0
"b";0;0,623;0;0,854;0,841
"ativo";0,048;0,005;0,032;0;0
"prestar";0;0,343;0,805;0,02;0,903
"pressuposto";0;0;0;0;0,005
"internacional";0,002;0;0;0;0
"contar";0;0,156;0;0,026;0
"assentar";0;0,429;0;0,01;0,498
"manifestar";0,054;0,219;0;0;0
"atender";0,983;0,445;0;0;0
"liberdade";0;0;0;0,004;0,015
"justica";0,056;0;0,131;0;0,168
"determinado";0,208;0;0;0,652;0,001
"impedir";0,024;0,743;0;0,193;0,388
"inobservancia";0;0;0;0;0,134
"inelegibilidade";0;0;0;0;0
"funcao";0;0,063;0,23;0;0,198
"ajuizado";0;0;0,014;0;0
"tribunal_de_justica";0;0;0;0;0
"destacar";0,101;0,114;0,006;0,678;0,002
"prefeito";0,224;0;0,902;0;0
"arguente";0,001;0;0,002;0;0
"justificar";0;0,342;0;0,206;0,183
"exigencia";0,754;0,414;0,128;0;0
"cabivel";0;0;0;0;0,114
"diretor";0;0,284;0;0;0
"programa";0;0;0;0;0
"limite";0;0,048;0;0;0,001
"grifar";0;0,057;0,007;0;0
"existir";0,102;0,023;0;0,983;0
"constituir";0,071;0;0,182;0,001;0,444
"afastar";0;0,095;0;0;0
"regional";0,001;0,072;0;0;0
"mencionar";0,001;0,147;0,036;0,289;0,466
"instituicao";0;0;0;0,001;0
"empresa";0;0,006;0;0,001;0
"lei_complementar";0;0;0;0;0
"proposta";0,973;0,011;0,055;0;0
"alteracao";0;0,025;0;0,014;0
"transitar";0;0,005;0,874;0;0
"roberto_barroso";0,002;0,003;0,031;0,926;0,013
"declarar";0,01;0,933;0;0,003;0
"senhor";0;0;0;0,004;0
"militar";0;0;0;0;0,002
"legislacao";0,009;0,001;0;0;0
"disponivel";0,002;0;0,143;0;0
"governo_federal";0;0,83;0;0;0
"declaracao";0,782;0,29;0;0;0
"tutela";0,036;0,038;0;0,548;0,417
"supremo";0,001;0,003;0;0;0
"contrariar";0,384;0,718;0,862;0,034;0,277
"civil";0,019;0;0;0;0,472
"vida";0;0;0;0;0
"mandar";0,001;0,116;0;0;0,698
"inexistencia";0;0,001;0;0;0,026
"financeiro";0;0,233;0;0,198;0
"entidade";0,017;0,003;0,001;0,017;0,003
"tema";0,016;0,475;0,028;0,13;0,583
"material";0,005;0;0;0;0
"legitimar";0;0,014;0;0;0,586
"evento";0;0,004;0;0;0
"incluir";0,901;0,355;0,299;0;0
"constituicao_da_republica";0,028;0,051;0;0;0,002
"superveniente";0;0;0;0;0
"pagamento";0;0,001;0;0,253;0
"possuir";0,391;0,15;0,003;0,567;0,565
"imunizacao";0;0;0;0;0
"sessao";0,07;0;0;0;0
"previsao";0,508;0,001;0,768;0,343;0,008
"sp";0,3;0,968;0,979;0,052;0,013
"prejudicar";0;0;0;0;0
"promover";0;0;0;0,002;0
"partir";0;0,615;0;0,57;0,133
"membro";0,014;0,124;0;0;0
"anterior";0,564;0;0;0,124;0,232
"acercar";0,028;0,215;0,839;0,003;0,102
"sao_paulo";0,016;0,02;0,25;0,679;0,384
"mostrar";0;0,002;0;0,062;0
"momento";0,086;0,093;0,225;0;0,284
"indicar";0,283;0,291;0,041;0,487;0,158
"ensino";0;0;0;0;0
"pena";0,023;0;0,277;0,001;0,008
"luiz_fux";0;0;0,135;0;0
"causar";0,007;0,002;0;0,28;0,122
"rosa_weber";0,001;0;0,104;0;0
"fundamental";0;0;0,195;0,157;0,059
"especie";0,067;0,003;0;0;0,124
"disposto";0;0,004;0,459;0,028;0,047
"atendimento";0,315;0,484;0,023;0,006;0
"politicar";0;0;0;0;0,051
"juizo";0;0;0,008;0,004;0,914
"concessao";0;0,048;0;0,011;0
"instituto";0,064;0,708;0,394;0,447;0,184
"firmar";0,076;0,008;0;0,514;0,945
"execucao";0;0;0;0,008;0,81
"sucedaneo";0;0;0;0;0
"ficar";0;0,085;0;0,569;0,954
"evitar";0,002;0,767;0;0,467;0
"cumprimento";0;0,016;0;0,019;0,523
"aplicar";0,082;0,054;0;0,809;0
"ressaltar";0,235;0,004;0,091;0,092;0,271
"jurisdicional";0;0,02;0;0;0,931
"submeter";0,796;0,06;0;0;0,111
"governo";0,294;0;0;0;0
"violar";0,067;0,003;0;0;0,157
"exercer";0,031;0;0,6;0,001;0,11
"controle_de_constitucionalidade";0;0,122;0;0;0,027
"revogar";0;0;0,275;0;0
"prova";0,058;0,24;0,856;0;0
"impossibilidade";0;0;0;0;0,001
"estatal";0,035;0,017;0;0,016;0,011
"enem";0;0,001;0;0;0
"nota";0,405;0;0;0;0
"maneira";0,001;0,26;0;0,038;0,001
"destinar";0,012;0,231;0,001;0,044;0
"controle_concentrado";0;0;0;0;0
"coletivo";0,133;0;0,001;0,005;0
"razoar";0,002;0,336;0,84;0,001;0
"mero";0;0,096;0;0;0,334
"contrato";0;0;0;0,095;0
"area";0;0,001;0;0,59;0
"editar";0;0,264;0,016;0,012;0,662
"demanda";0,113;0,182;0,013;0,993;0,028
"pleito";0;0,001;0;0,005;0
"diploma";0,176;0;0,566;0;0
"deferir";0,022;0,006;0;0,001;0
"cientificar";0,005;0,318;0;0;0
"crianca";0;0,011;0;0;0
"solucao";0,064;0,401;0;0;0
"proc";0,315;0,331;0,624;0,23;0,002
"organizacao";0,71;0;0;0;0
"secretaria";0;0,799;0;0,069;0
"regimento_interno";0;0;0;0;0
"quadro";0;0,244;0;0,286;0,368
"prejuizo";0,004;0,073;0;0,939;0,573
"postulado";0;0,01;0;0;0
"peticao";0;0,044;0;0,002;0
"manter";0,004;0,49;0;0,155;0,014
"so";0,247;0,775;0;0,118;0
"pretender";0,006;0,068;0;0,481;0,928
"configurar";0,01;0;0;0;0,461
"levar";0,392;0,489;0;0;0
"busca";0,789;0,015;0,202;0;0,595
"admissibilidade";0;0;0;0;0
"tribunal_superior_eleitoral";0;0;0;0;0
"territorio";0,046;0,004;0;0;0
"assegurar";0,063;0;0;0,084;0
"grave";0,165;0;0;0;0
"cumprir";0,968;0,07;0,05;0,713;0,003
"controle_concentrado_de_constitucionalidade";0;0;0;0;0,964
"essencial";0;0;0;0,581;0
"definir";0,001;0,699;0,087;0,001;0
"congresso_nacional";0,964;0,626;0;0;0
"causa";0;0,006;0,037;0;0
"preliminar";0,815;0,008;0,177;0,001;0
"poder_judiciario";0,121;0;0,001;0;0,009
"representar";0,44;0;0,01;0,352;0,015
"publico";0;0;0;0,451;0
"fixar";0;0,788;0;0,001;0
"final";0,074;0,031;0;0,448;0
"exemplo";0,108;0,532;0,001;0,003;0
"taxa";0;0;0;0;0
"improcedencia";0,003;0,417;0;0;0
"garantia";0,001;0;0;0,039;0,001
"envolver";0,103;0,296;0,032;0,518;0,294
"alegacao";0,193;0,506;0,442;0;0,002
"redacao";0;0;0;0;0
"doer";0,067;0,103;0,013;0,001;0,423
"superior";0,001;0;0;0,905;0,076
"relacionar";0,333;0;0;0;0
"privado";0,012;0;0;0;0
"pag";0,031;0;0;0;0,038
"tratamento";0,133;0,3;0;0;0
"tecnico";0,043;0,55;0;0;0
"negativo";0,001;0;0;0;0,107
"executivo";0;0;0,052;0,008;0,003
"embargos_de_declaracao";0;0;0,06;0;0
"atribuicao";0,887;0;0;0,014;0,141
"trazer";0,31;0,092;0;0,172;0
"passar";0;0,951;0,049;0,948;0,04
"carta";0,215;0,001;0,001;0;0,965
"agravante";0;0;0;0;0
"adolescente";0;0,001;0;0;0
"penal";0,001;0;0;0;0,661
"item";0,003;0,981;0;0;0
"deixar";0,113;0,392;0,005;0,048;0,373
"conteudo";0,001;0,149;0,002;0,004;0,296
"ambiental";0;0,02;0;0,002;0
"providenciar";0;0,11;0,004;0,065;0,003
"efetivo";0,002;0,362;0,442;0,597;0,001
"defender";0,068;0,749;0,704;0,001;0,171
"ultimar";0,113;0,345;0,545;0,68;0,767
"teor";0,01;0,381;0,092;0,042;0,036
"revogacao";0,007;0;0;0;0
"marco";0,029;0;0;0,958;0
"tornar";0,75;0,016;0,009;0,057;0,033
"legalidade";0,397;0;0,769;0;0,011
"impor";0,349;0,119;0,697;0,001;0,048
"candidato";0,065;0,059;0;0,584;0
"relativo";0;0,709;0,004;0,058;0,003
"oxigenio";0;0;0;0;0
"marco_aurelio";0,001;0,001;0;0,001;0,002
"intervencao";0,281;0;0,15;0,001;0,001
"controle_abstrato_de_constitucionalidade";0;0,001;0;0;0,01
"conselho";0;0,543;0;0,733;0,069
"visar";0,968;0,575;0,236;0,044;0,275
"intdo";0,125;0,138;0,34;0,067;0
"incidental";0;0;0,002;0,014;0,724
"garantir";0,015;0;0;0;0
"diretorio";0,224;0;0,235;0;0
"cautelar";0,265;0,379;0;0,021;0
"caracterizar";0,001;0,153;0;0;0,878
"autonomia";0;0;0,01;0,171;0
"disposicao";0;0,086;0,224;0,002;0,489
"regime";0;0;0;0,004;0,026
"parametro";0,722;0,377;0;0;0,077
"indicacao";0,023;0,002;0,017;0,254;0,004
"tse";0;0;0;0;0
"ordenamento";0,001;0,434;0;0;0,95
"discutir";0,027;0,001;0,036;0;0
"tomar";0,087;0;0,001;0,001;0
"previo";0;0,001;0;0;0
"grupo";0,002;0,969;0;0;0
"chefe";0,079;0,093;0,002;0,016;0,011
"atual";0,889;0,364;0,037;0;0,007
"argumento";0,92;0,015;0,921;0,016;0
"virtual";0,002;0,03;0;0,479;0
"validade";0,084;0,472;0,143;0;0,044
"linha";0,184;0,424;0,679;0,968;0,197
"finalidade";0,09;0;0,429;0,05;0,097
"agravar";0,012;0,001;0,503;0;0
"procurador_geral_da_republica";0,623;0,023;0,002;0,001;0
"detran";0;0;0;0;0,057
"conjunto";0,402;0,007;0,161;0,065;0,114
"organico";0,423;0,007;0,531;0;0
"efetividade";0,003;0,562;0;0;0
"assinar";0,004;0;0;0,014;0
"administracao_publica";0,383;0;0;0,004;0,009
"requerimento";0;0,004;0;0,04;0,008
"interpor";0;0;0,001;0;0
"autorizacao";0;0,293;0;0,011;0
"periodo";0;0,974;0;0;0,002
"investigacao";0,001;0;0;0,015;0
"incidencia";0,041;0,016;0,25;0;0
"idoneo";0;0;0;0;0
"apreciacao";0,977;0,11;0,063;0;0,003
"agdo";0,478;0,492;0,312;0,396;0,005
"significar";0;0,014;0;0,025;0
"responsavel";0,001;0;0;0,019;0
"referir";0;0,342;0,526;0;0,731
"orientacao";0,309;0,791;0,165;0,026;0,978
"informar";0,391;0,014;0;0;0,351
"elemento";0,009;0,979;0;0,006;0,525
"concluir";0,69;0,911;0,012;0,141;0,172
"produto";0;0,139;0;0;0
"preservacao";0,166;0,051;0,099;0,451;0
"instauracao";0,001;0,822;0;0;0,665
"sumular";0,017;0,103;0,105;0;0
"relevancia";0,003;0,212;0;0,025;0,256
"partido_politico";0;0;0,368;0;0
"indole";0;0,032;0;0;0
"enfrentamento";0;0,209;0,075;0;0
"edital";0,025;0,017;0,001;0;0,001
"ed";0,027;0;0,427;0,164;0,328
"doenca";0;0,001;0;0;0
"campo";0,011;0;0;0;0,309
"aprovar";0;0,039;0;0;0
"saude_publica";0,041;0,009;0;0;0
"inquerito";0;0;0;0;0
"inc";0,064;0,615;0,288;0;0
"governador";0,12;0,016;0,002;0,1;0
"concentrado";0;0;0;0;0
"reger";0;0,11;0;0,001;0
"posto";0,647;0,155;0,592;0,018;0,021
"manaus";0,009;0,004;0;0;0
"constante";0,012;0,41;0;0,677;0,087
"citar";0,099;0,516;0,06;0,07;0,304
"habeas_corpus";0,002;0,442;0,234;0,259;0
"argumentar";0,287;0;0,001;0,668;0,645
"profissional";0,978;0;0;0;0
"mandato";0;0;0;0;0
"indireto";0,014;0,023;0;0,008;0,024
"implicar";0,639;0,201;0,348;0,001;0,001
"grifo";0,694;0,012;0;0;0,768
"anvisa";0,001;0;0;0;0
"conceder";0;0,78;0;0,149;0,433
"interno";0,832;0,494;0,382;0;0
"conclusao";0,702;0,016;0,631;0,073;0,298
"atos_normativos";0,015;0,157;0;0;0,779
"vistoria";0;0,007;0;0;0
"unidade";0;0,679;0;0;0
"restricao";0,189;0;0;0,005;0
"reducao";0,004;0,003;0;0;0,007
"fevereiro";0,003;0,007;0;0,007;0,043
"edicao";0,006;0,543;0,004;0,043;0,108
"ameaca";0,027;0,002;0,388;0,203;0,752
"minimo";0;0,11;0,007;0,576;0
"falta";0,002;0,338;0,507;0;0,383
"extincao";0,018;0,001;0;0;0
"dose";0;0;0;0;0
"camara_municipal";0,533;0,01;0;0;0
"adocao";0,003;0,835;0,004;0;0,008
"suposto";0,041;0,306;0;0,002;0,015
"ristf";0;0;0;0;0
"meio_ambiente";0;0;0;0,629;0
"judiciario";0,001;0;0,224;0;0,038
"asseverar";0,122;0,963;0,271;0,995;0,918
"urgencia";0,408;0,019;0;0;0,566
"rj";0,002;0,021;0,173;0,02;0
"reg";0,007;0,009;0,17;0,001;0
"livre";0;0;0,008;0;0
"fiscalizacao";0,004;0,075;0;0;0,001
"coronavirus";0,002;0;0;0;0
"agrotoxico";0;0,681;0;0;0
"ag";0,001;0;0;0;0
"aduzir";0,07;0;0;0,002;0,121
"rol";0,008;0,006;0,018;0;0
"rer";0,715;0,878;0,524;0;0,001
"propositura";0,003;0;0;0;0,022
"numerar";0,864;0,003;0;0;0
"janeiro";0;0;0;0;0,104
"instituir";0;0,336;0,286;0,031;0
"exaurimento";0;0;0;0;0
"criar";0;0;0;0,037;0,024
"agenciar";0;0,006;0;0;0
"voltar";0,283;0,276;0;0;0,779
"titular";0,067;0,198;0;0;0
"republicar";0,252;0;0,074;0,219;0,009
"reconhecimento";0,885;0,45;0,021;0,004;0
"prover";0,008;0;0;0;0,485
"ex";0,356;0,675;0,322;0,005;0
"devido";0,005;0,371;0,141;0,319;0,551
"atribuir";0,99;0,002;0,257;0,001;0,1
"aprovacao";0;0,491;0,004;0,01;0
"setembro";0;0,016;0;0;0,545
"registrar";0,006;0,157;0;0;0,177
"emergencia";0,028;0,773;0;0;0
"doutrina";0,002;0,013;0;0;0
"servidor";0;0,089;0,477;0;0,126
"policiar";0;0;0;0;0,001
"partidario";0,715;0,004;0,127;0,039;0
"motivo";0,238;0,276;0,021;0;0,279
"combate";0,014;0;0;0;0
"alterar";0;0,012;0;0,041;0,152
"restar";0,189;0,005;0,521;0,001;0
"receber";0,521;0,776;0;0;0,857
"real";0;0,05;0;0,008;0
"proposito";0,008;0,108;0;0,004;0,361
"fatico";0,089;0,073;0;0,245;0
"constatar";0,007;0,005;0;0,013;0,084
"circunstanciar";0,014;0,802;0,037;0,75;0,849
"indeferimento";0,76;0,018;0,001;0,001;0
"democratico";0;0;0;0;0
"comissao";0;0,423;0;0,597;0,428
"negro";0;0,001;0;0;0
"identificacao";0;0,226;0;0,882;0
"cessar";0;0,001;0;0;0
"projeto";0;0,23;0,072;0,149;0,028
"direitos_humanos";0,006;0;0;0;0
"beneficiar";0;0,131;0;0,712;0,059
"repercussao_geral";0,133;0;0;0;0,656
"obrigacao";0,451;0;0,007;0,75;0
"ix";0,353;0,181;0;0,001;0
"discussao";0,109;0,004;0;0,003;0,279
"crime";0,027;0;0;0;0,025
"abril";0;0,009;0;0,832;0,002
"unanimidade";0;0,001;0;0,024;0
"seguranca_juridica";0,161;0,378;0,932;0;0
"resultante";0,001;0;0;0,001;0
"expressar";0,956;0,083;0,003;0,138;0,004
"vigencia";0;0,004;0,042;0,014;0,002
"valer";0,408;0,592;0;0,976;0
"suspender";0;0,054;0;0,219;0,046
"sociedade";0;0;0;0,361;0
